type,yahoo_symbol,trading212_symbol,benchmark_index,currency,sector,sub_industry,region,size,source,enabled
ticker,BURL,BURL,^GSPC,,Consumer Discretionary,Apparel Retail,US,Mid/Small,S&P1000,Y
ticker,BWA,BWA,^GSPC,,Consumer Discretionary,Automotive Parts & Equipment,US,Mid/Small,S&P1000,Y
ticker,BWXT,BWXT,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,BX,BX,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,BYD,BYD,^GSPC,,Consumer Discretionary,Casinos & Gaming,US,Mid/Small,S&P1000,Y
ticker,CACI,CACI,^GSPC,,Industrials,Diversified Support Services,US,Mid/Small,S&P1000,Y
ticker,CADE,CADE,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,CAG,CAG,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,CAH,CAH,^GSPC,,Health Care,Health Care Distributors,US,Mid/Small,S&P1000,Y
ticker,CAR,CAR,^GSPC,,Industrials,Passenger Ground Transportation,US,Mid/Small,S&P1000,Y
ticker,CARR,CARR,^GSPC,,Industrials,Building Products,US,Mid/Small,S&P1000,Y
ticker,CART,CART,^GSPC,,Consumer Staples,Food Retail,US,Mid/Small,S&P1000,Y
ticker,CASY,CASY,^GSPC,,Consumer Staples,Food Retail,US,Mid/Small,S&P1000,Y
ticker,CAVA,CAVA,^GSPC,,Consumer Discretionary,Restaurants,US,Mid/Small,S&P1000,Y
ticker,CB,CB,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,CBT,CBT,^GSPC,,Materials,Diversified Chemicals,US,Mid/Small,S&P1000,Y
ticker,CCI,CCI,^GSPC,,Real Estate,Telecom Tower REITs,US,Mid/Small,S&P1000,Y
ticker,CCK,CCK,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Mid/Small,S&P1000,Y
ticker,CCL,CCL,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,CDP,CDP,^GSPC,,Real Estate,Office REITs,US,Mid/Small,S&P1000,Y
ticker,CDW,CDW,^GSPC,,Information Technology,Technology Distributors,US,Mid/Small,S&P1000,Y
ticker,CEG,CEG,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,CELH,CELH,^GSPC,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,US,Mid/Small,S&P1000,Y
ticker,CFR,CFR,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,CG,CG,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,CGNX,CGNX,^GSPC,,Information Technology,Electronic Equipment & Instruments,US,Mid/Small,S&P1000,Y
ticker,CHDN,CHDN,^GSPC,,Consumer Discretionary,Casinos & Gaming,US,Mid/Small,S&P1000,Y
ticker,CHE,CHE,^GSPC,,Health Care,Health Care Services,US,Mid/Small,S&P1000,Y
ticker,CHH,CHH,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,CHRD,CHRD,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,CHTR,CHTR,^GSPC,,Communication Services,Cable & Satellite,US,Mid/Small,S&P1000,Y
ticker,CHWY,CHWY,^GSPC,,Consumer Discretionary,Other Specialty Retail,US,Mid/Small,S&P1000,Y
ticker,CIEN,CIEN,^GSPC,,Information Technology,Communications Equipment,US,Mid/Small,S&P1000,Y
ticker,CINF,CINF,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,CIVI,CIVI,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,CLF,CLF,^GSPC,,Materials,Steel,US,Mid/Small,S&P1000,Y
ticker,CLH,CLH,^GSPC,,Industrials,Environmental & Facilities Services,US,Mid/Small,S&P1000,Y
ticker,CMA,CMA,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,CMC,CMC,^GSPC,,Materials,Steel,US,Mid/Small,S&P1000,Y
ticker,CMS,CMS,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,CNH,CNH,^GSPC,,Industrials,Agricultural & Farm Machinery,US,Mid/Small,S&P1000,Y
ticker,CNM,CNM,^GSPC,,Industrials,Trading Companies & Distributors,US,Mid/Small,S&P1000,Y
ticker,CNO,CNO,^GSPC,,Financials,Life & Health Insurance,US,Mid/Small,S&P1000,Y
ticker,CNP,CNP,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,CNX,CNX,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,CNXC,CNXC,^GSPC,,Industrials,Data Processing & Outsourced Services,US,Mid/Small,S&P1000,Y
ticker,COHR,COHR,^GSPC,,Information Technology,Electronic Components,US,Mid/Small,S&P1000,Y
ticker,COKE,COKE,^GSPC,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,US,Mid/Small,S&P1000,Y
ticker,COLB,COLB,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,COLM,COLM,^GSPC,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,Mid/Small,S&P1000,Y
ticker,COO,COO,^GSPC,,Health Care,Health Care Supplies,US,Mid/Small,S&P1000,Y
ticker,COR,COR,^GSPC,,Health Care,Health Care Distributors,US,Mid/Small,S&P1000,Y
ticker,COTY,COTY,^GSPC,,Consumer Staples,Personal Care Products,US,Mid/Small,S&P1000,Y
ticker,CPAY,CPAY,^GSPC,,Financials,Transaction & Payment Processing Services,US,Mid/Small,S&P1000,Y
ticker,CPB,CPB,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,CPRI,CPRI,^GSPC,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",US,Mid/Small,S&P1000,Y
ticker,CPRT,CPRT,^GSPC,,Industrials,Diversified Support Services,US,Mid/Small,S&P1000,Y
ticker,CPT,CPT,^GSPC,,Real Estate,Multi-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,CR,CR,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,CRBG,CRBG,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,CRH,CRH,^GSPC,,Materials,Construction Materials,US,Mid/Small,S&P1000,Y
ticker,CRL,CRL,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mid/Small,S&P1000,Y
ticker,CROX,CROX,^GSPC,,Consumer Discretionary,Footwear,US,Mid/Small,S&P1000,Y
ticker,CRS,CRS,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,CRUS,CRUS,^GSPC,,Information Technology,Semiconductors,US,Mid/Small,S&P1000,Y
ticker,CSGP,CSGP,^GSPC,,Real Estate,Real Estate Services,US,Mid/Small,S&P1000,Y
ticker,CSL,CSL,^GSPC,,Industrials,Industrial Conglomerates,US,Mid/Small,S&P1000,Y
ticker,CTRA,CTRA,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,CTVA,CTVA,^GSPC,,Materials,Fertilizers & Agricultural Chemicals,US,Mid/Small,S&P1000,Y
ticker,CUBE,CUBE,^GSPC,,Real Estate,Industrial REITs,US,Mid/Small,S&P1000,Y
ticker,CUZ,CUZ,^GSPC,,Real Estate,Office REITs,US,Mid/Small,S&P1000,Y
ticker,CVLT,CVLT,^GSPC,,Information Technology,Systems Software,US,Mid/Small,S&P1000,Y
ticker,CVNA,CVNA,^GSPC,,Consumer Discretionary,Automotive Retail,US,Mid/Small,S&P1000,Y
ticker,CW,CW,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,CXT,CXT,^GSPC,,Information Technology,Electronic Equipment & Instruments,US,Mid/Small,S&P1000,Y
ticker,CYTK,CYTK,^GSPC,,Health Care,Biotechnology,US,Mid/Small,S&P1000,Y
ticker,D,D,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,DAL,DAL,^GSPC,,Industrials,Passenger Airlines,US,Mid/Small,S&P1000,Y
ticker,DAR,DAR,^GSPC,,Consumer Staples,Agricultural Products & Services,US,Mid/Small,S&P1000,Y
ticker,DASH,DASH,^GSPC,,Consumer Discretionary,Specialized Consumer Services,US,Mid/Small,S&P1000,Y
ticker,DAY,DAY,^GSPC,,,,US,Mid/Small,S&P1000,Y
ticker,DBX,DBX,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,DCI,DCI,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,DECK,DECK,^GSPC,,Consumer Discretionary,Footwear,US,Mid/Small,S&P1000,Y
ticker,DG,DG,^GSPC,,Consumer Staples,Consumer Staples Merchandise Retail,US,Mid/Small,S&P1000,Y
ticker,DGX,DGX,^GSPC,,Health Care,Health Care Services,US,Mid/Small,S&P1000,Y
ticker,DINO,DINO,^GSPC,,Energy,Oil & Gas Refining & Marketing,US,Mid/Small,S&P1000,Y
ticker,DLB,DLB,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,DLR,DLR,^GSPC,,Real Estate,Data Center REITs,US,Mid/Small,S&P1000,Y
ticker,DLTR,DLTR,^GSPC,,Consumer Staples,Consumer Staples Merchandise Retail,US,Mid/Small,S&P1000,Y
ticker,DOC,DOC,^GSPC,,Real Estate,Health Care REITs,US,Mid/Small,S&P1000,Y
ticker,DOCS,DOCS,^GSPC,,Health Care,Health Care Technology,US,Mid/Small,S&P1000,Y
ticker,DOW,DOW,^GSPC,,Materials,Commodity Chemicals,US,Mid/Small,S&P1000,Y
ticker,DPZ,DPZ,^GSPC,,Consumer Discretionary,Restaurants,US,Mid/Small,S&P1000,Y
ticker,DT,DT,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,DTE,DTE,^GSPC,,Utilities,Multi-Utilities,US,Mid/Small,S&P1000,Y
ticker,DTM,DTM,^GSPC,,Energy,Oil & Gas Storage & Transportation,US,Mid/Small,S&P1000,Y
ticker,DUOL,DUOL,^GSPC,,Consumer Discretionary,Education Services,US,Mid/Small,S&P1000,Y
ticker,DVA,DVA,^GSPC,,Health Care,Health Care Services,US,Mid/Small,S&P1000,Y
ticker,DXCM,DXCM,^GSPC,,Health Care,Health Care Equipment,US,Mid/Small,S&P1000,Y
ticker,DY,DY,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,EA,EA,^GSPC,,Communication Services,Interactive Home Entertainment,US,Mid/Small,S&P1000,Y
ticker,EEFT,EEFT,^GSPC,,Financials,Transaction & Payment Processing Services,US,Mid/Small,S&P1000,Y
ticker,EFX,EFX,^GSPC,,Industrials,Research & Consulting Services,US,Mid/Small,S&P1000,Y
ticker,EG,EG,^GSPC,,Financials,Reinsurance,US,Mid/Small,S&P1000,Y
ticker,EGP,EGP,^GSPC,,Real Estate,Industrial REITs,US,Mid/Small,S&P1000,Y
ticker,EHC,EHC,^GSPC,,Health Care,Health Care Facilities,US,Mid/Small,S&P1000,Y
ticker,EIX,EIX,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,ELAN,ELAN,^GSPC,,Health Care,Pharmaceuticals,US,Mid/Small,S&P1000,Y
ticker,ELF,ELF,^GSPC,,Consumer Staples,Personal Care Products,US,Mid/Small,S&P1000,Y
ticker,ELS,ELS,^GSPC,,Real Estate,Single-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,ELV,ELV,^GSPC,,Health Care,Managed Health Care,US,Mid/Small,S&P1000,Y
ticker,EME,EME,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,ENS,ENS,^GSPC,,Industrials,Electrical Components & Equipment,US,Mid/Small,S&P1000,Y
ticker,ENSG,ENSG,^GSPC,,Health Care,Health Care Facilities,US,Mid/Small,S&P1000,Y
ticker,ENTG,ENTG,^GSPC,,Information Technology,Semiconductor Materials & Equipment,US,Mid/Small,S&P1000,Y
ticker,EPAM,EPAM,^GSPC,,Information Technology,IT Consulting & Other Services,US,Mid/Small,S&P1000,Y
ticker,EPR,EPR,^GSPC,,Real Estate,Other Specialized REITs,US,Mid/Small,S&P1000,Y
ticker,EQH,EQH,^GSPC,,Financials,Diversified Financial Services,US,Mid/Small,S&P1000,Y
ticker,EQR,EQR,^GSPC,,Real Estate,Multi-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,EQT,EQT,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,ERIE,ERIE,^GSPC,,Financials,Insurance Brokers,US,Mid/Small,S&P1000,Y
ticker,ESAB,ESAB,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,ESNT,ESNT,^GSPC,,Financials,Commercial & Residential Mortgage Finance,US,Mid/Small,S&P1000,Y
ticker,ETR,ETR,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,EVR,EVR,^GSPC,,Financials,Investment Banking & Brokerage,US,Mid/Small,S&P1000,Y
ticker,EVRG,EVRG,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,EWBC,EWBC,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,EXE,EXE,^GSPC,,Energy,Oil & Gas Exploration & Production,US,Mid/Small,S&P1000,Y
ticker,EXEL,EXEL,^GSPC,,Health Care,Biotechnology,US,Mid/Small,S&P1000,Y
ticker,EXLS,EXLS,^GSPC,,Industrials,Data Processing & Outsourced Services,US,Mid/Small,S&P1000,Y
ticker,EXP,EXP,^GSPC,,Materials,Construction Materials,US,Mid/Small,S&P1000,Y
ticker,EXPE,EXPE,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,EXPO,EXPO,^GSPC,,Industrials,Research & Consulting Services,US,Mid/Small,S&P1000,Y
ticker,EXR,EXR,^GSPC,,Real Estate,Self-Storage REITs,US,Mid/Small,S&P1000,Y
ticker,F,F,^GSPC,,Consumer Discretionary,Automobile Manufacturers,US,Mid/Small,S&P1000,Y
ticker,FAF,FAF,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,FBIN,FBIN,^GSPC,,Industrials,Building Products,US,Mid/Small,S&P1000,Y
ticker,FCFS,FCFS,^GSPC,,Financials,Consumer Finance,US,Mid/Small,S&P1000,Y
ticker,FCN,FCN,^GSPC,,Industrials,Research & Consulting Services,US,Mid/Small,S&P1000,Y
ticker,FDX,FDX,^GSPC,,Industrials,Air Freight & Logistics,US,Mid/Small,S&P1000,Y
ticker,FE,FE,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,FFIN,FFIN,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,FFIV,FFIV,^GSPC,,Information Technology,Communications Equipment,US,Mid/Small,S&P1000,Y
ticker,FHI,FHI,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,FHN,FHN,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,FICO,FICO,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,FIVE,FIVE,^GSPC,,Consumer Discretionary,Specialty Stores,US,Mid/Small,S&P1000,Y
ticker,FIX,FIX,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,FLEX,FLEX,^GSPC,,Information Technology,Electronic Manufacturing Services,US,Mid/Small,S&P1000,Y
ticker,FLG,FLG,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,FLO,FLO,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,FLR,FLR,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,FLS,FLS,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,FN,FN,^GSPC,,Information Technology,Electronic Manufacturing Services,US,Mid/Small,S&P1000,Y
ticker,FNB,FNB,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,FND,FND,^GSPC,,Consumer Discretionary,Home Improvement Retail,US,Mid/Small,S&P1000,Y
ticker,FNF,FNF,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,FOUR,FOUR,^GSPC,,Financials,Transaction & Payment Processing Services,US,Mid/Small,S&P1000,Y
ticker,FOX,FOX,^GSPC,,Communication Services,Broadcasting,US,Mid/Small,S&P1000,Y
ticker,FOXA,FOXA,^GSPC,,Communication Services,Broadcasting,US,Mid/Small,S&P1000,Y
ticker,FR,FR,^GSPC,,Real Estate,Industrial REITs,US,Mid/Small,S&P1000,Y
ticker,FSLR,FSLR,^GSPC,,Information Technology,Semiconductors,US,Mid/Small,S&P1000,Y
ticker,FTI,FTI,^GSPC,,Energy,Oil & Gas Equipment & Services,US,Mid/Small,S&P1000,Y
ticker,FTV,FTV,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,G,G,^GSPC,,Industrials,Data Processing & Outsourced Services,US,Mid/Small,S&P1000,Y
ticker,GAP,GAP,^GSPC,,Consumer Discretionary,Apparel Retail,US,Mid/Small,S&P1000,Y
ticker,GATX,GATX,^GSPC,,Industrials,Construction Machinery & Heavy Transportation Equipment,US,Mid/Small,S&P1000,Y
ticker,GBCI,GBCI,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,GDDY,GDDY,^GSPC,,Information Technology,Internet Services & Infrastructure,US,Mid/Small,S&P1000,Y
ticker,GEF,GEF,^GSPC,,Materials,"Metal, Glass & Plastic Containers",US,Mid/Small,S&P1000,Y
ticker,GEHC,GEHC,^GSPC,,Health Care,Health Care Equipment,US,Mid/Small,S&P1000,Y
ticker,GEN,GEN,^GSPC,,Information Technology,Systems Software,US,Mid/Small,S&P1000,Y
ticker,GEV,GEV,^GSPC,,Industrials,Heavy Electrical Equipment,US,Mid/Small,S&P1000,Y
ticker,GGG,GGG,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,GHC,GHC,^GSPC,,Consumer Discretionary,Education Services,US,Mid/Small,S&P1000,Y
ticker,GL,GL,^GSPC,,Financials,Life & Health Insurance,US,Mid/Small,S&P1000,Y
ticker,GLPI,GLPI,^GSPC,,Real Estate,Other Specialized REITs,US,Mid/Small,S&P1000,Y
ticker,GLW,GLW,^GSPC,,Information Technology,Electronic Components,US,Mid/Small,S&P1000,Y
ticker,GM,GM,^GSPC,,Consumer Discretionary,Automobile Manufacturers,US,Mid/Small,S&P1000,Y
ticker,GME,GME,^GSPC,,Consumer Discretionary,Computer & Electronics Retail,US,Mid/Small,S&P1000,Y
ticker,GMED,GMED,^GSPC,,Health Care,Health Care Equipment,US,Mid/Small,S&P1000,Y
ticker,GNTX,GNTX,^GSPC,,Consumer Discretionary,Automotive Parts & Equipment,US,Mid/Small,S&P1000,Y
ticker,GPK,GPK,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Mid/Small,S&P1000,Y
ticker,GPN,GPN,^GSPC,,Financials,Transaction & Payment Processing Services,US,Mid/Small,S&P1000,Y
ticker,GRMN,GRMN,^GSPC,,Consumer Discretionary,Consumer Electronics,US,Mid/Small,S&P1000,Y
ticker,GT,GT,^GSPC,,Consumer Discretionary,Tires & Rubber,US,Mid/Small,S&P1000,Y
ticker,GTLS,GTLS,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,GTM,GTM,^GSPC,,Communication Services,Interactive Media & Services,US,Mid/Small,S&P1000,Y
ticker,GWRE,GWRE,^GSPC,,Information Technology,Application Software,US,Mid/Small,S&P1000,Y
ticker,GWW,GWW,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,GXO,GXO,^GSPC,,Industrials,Air Freight & Logistics,US,Mid/Small,S&P1000,Y
ticker,H,H,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,HAE,HAE,^GSPC,,Health Care,Health Care Supplies,US,Mid/Small,S&P1000,Y
ticker,HAS,HAS,^GSPC,,Consumer Discretionary,Leisure Products,US,Mid/Small,S&P1000,Y
ticker,HGV,HGV,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,HIG,HIG,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,HII,HII,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,HIMS,HIMS,^GSPC,,Health Care,Health Care Services,US,Mid/Small,S&P1000,Y
ticker,HL,HL,^GSPC,,Materials,Silver,US,Mid/Small,S&P1000,Y
ticker,HLI,HLI,^GSPC,,Financials,Investment Banking & Brokerage,US,Mid/Small,S&P1000,Y
ticker,HLNE,HLNE,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,HLT,HLT,^GSPC,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",US,Mid/Small,S&P1000,Y
ticker,HOG,HOG,^GSPC,,Consumer Discretionary,Motorcycle Manufacturers,US,Mid/Small,S&P1000,Y
ticker,HOMB,HOMB,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,HQY,HQY,^GSPC,,Health Care,Managed Health Care,US,Mid/Small,S&P1000,Y
ticker,HR,HR,^GSPC,,Real Estate,Health Care REITs,US,Mid/Small,S&P1000,Y
ticker,HRB,HRB,^GSPC,,Consumer Discretionary,Specialized Consumer Services,US,Mid/Small,S&P1000,Y
ticker,HSIC,HSIC,^GSPC,,Health Care,Health Care Distributors,US,Mid/Small,S&P1000,Y
ticker,HST,HST,^GSPC,,Real Estate,Hotel & Resort REITs,US,Mid/Small,S&P1000,Y
ticker,HSY,HSY,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,HUBB,HUBB,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,HWC,HWC,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,HXL,HXL,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,IBKR,IBKR,^GSPC,,Financials,Investment Banking & Brokerage,US,Mid/Small,S&P1000,Y
ticker,IBOC,IBOC,^GSPC,,Financials,Regional Banks,US,Mid/Small,S&P1000,Y
ticker,IDA,IDA,^GSPC,,Utilities,Electric Utilities,US,Mid/Small,S&P1000,Y
ticker,IDXX,IDXX,^GSPC,,Health Care,Health Care Equipment,US,Mid/Small,S&P1000,Y
ticker,IEX,IEX,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,IFF,IFF,^GSPC,,Materials,Specialty Chemicals,US,Mid/Small,S&P1000,Y
ticker,INGR,INGR,^GSPC,,Consumer Staples,Agricultural Products & Services,US,Mid/Small,S&P1000,Y
ticker,INVH,INVH,^GSPC,,Real Estate,Single-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,IP,IP,^GSPC,,Materials,Paper & Plastic Packaging Products & Materials,US,Mid/Small,S&P1000,Y
ticker,IPGP,IPGP,^GSPC,,Information Technology,Electronic Manufacturing Services,US,Mid/Small,S&P1000,Y
ticker,IQV,IQV,^GSPC,,Health Care,Life Sciences Tools & Services,US,Mid/Small,S&P1000,Y
ticker,IRM,IRM,^GSPC,,Real Estate,Other Specialized REITs,US,Mid/Small,S&P1000,Y
ticker,IRT,IRT,^GSPC,,Real Estate,Multi-Family Residential REITs,US,Mid/Small,S&P1000,Y
ticker,IT,IT,^GSPC,,Information Technology,IT Consulting & Other Services,US,Mid/Small,S&P1000,Y
ticker,ITT,ITT,^GSPC,,Industrials,Industrial Machinery & Supplies & Components,US,Mid/Small,S&P1000,Y
ticker,J,J,^GSPC,,Industrials,Construction & Engineering,US,Mid/Small,S&P1000,Y
ticker,JAZZ,JAZZ,^GSPC,,Health Care,Pharmaceuticals,US,Mid/Small,S&P1000,Y
ticker,JBHT,JBHT,^GSPC,,Industrials,Cargo Ground Transportation,US,Mid/Small,S&P1000,Y
ticker,JBL,JBL,^GSPC,,Information Technology,Electronic Manufacturing Services,US,Mid/Small,S&P1000,Y
ticker,JEF,JEF,^GSPC,,Financials,Multi-Sector Holdings,US,Mid/Small,S&P1000,Y
ticker,JHG,JHG,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,JKHY,JKHY,^GSPC,,Financials,Transaction & Payment Processing Services,US,Mid/Small,S&P1000,Y
ticker,JLL,JLL,^GSPC,,Real Estate,Real Estate Services,US,Mid/Small,S&P1000,Y
ticker,KBR,KBR,^GSPC,,Industrials,Diversified Support Services,US,Mid/Small,S&P1000,Y
ticker,KD,KD,^GSPC,,Information Technology,IT Consulting & Other Services,US,Mid/Small,S&P1000,Y
ticker,KDP,KDP,^GSPC,,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,US,Mid/Small,S&P1000,Y
ticker,KEX,KEX,^GSPC,,Industrials,Marine Transportation,US,Mid/Small,S&P1000,Y
ticker,KEYS,KEYS,^GSPC,,Information Technology,Electronic Equipment & Instruments,US,Mid/Small,S&P1000,Y
ticker,KHC,KHC,^GSPC,,Consumer Staples,Packaged Foods & Meats,US,Mid/Small,S&P1000,Y
ticker,KIM,KIM,^GSPC,,Real Estate,Retail REITs,US,Mid/Small,S&P1000,Y
ticker,KKR,KKR,^GSPC,,Financials,Asset Management & Custody Banks,US,Mid/Small,S&P1000,Y
ticker,KMI,KMI,^GSPC,,Energy,Oil & Gas Storage & Transportation,US,Mid/Small,S&P1000,Y
ticker,KMPR,KMPR,^GSPC,,Financials,Multi-line Insurance,US,Mid/Small,S&P1000,Y
ticker,KNF,KNF,^GSPC,,Materials,Construction Materials,US,Mid/Small,S&P1000,Y
ticker,KNSL,KNSL,^GSPC,,Financials,Property & Casualty Insurance,US,Mid/Small,S&P1000,Y
ticker,KNX,KNX,^GSPC,,Industrials,Cargo Ground Transportation,US,Mid/Small,S&P1000,Y
ticker,KR,KR,^GSPC,,Consumer Staples,Food Retail,US,Mid/Small,S&P1000,Y
ticker,KRC,KRC,^GSPC,,Real Estate,Office REITs,US,Mid/Small,S&P1000,Y
ticker,KRG,KRG,^GSPC,,Real Estate,Retail REITs,US,Mid/Small,S&P1000,Y
ticker,KTOS,KTOS,^GSPC,,Industrials,Aerospace & Defense,US,Mid/Small,S&P1000,Y
ticker,KVUE,KVUE,^GSPC,,Consumer Staples,Personal Care Products,US,Mid/Small,S&P1000,Y
ticker,L,L,^GSPC,,Financials,Multi-line Insurance,US,Mid/Small,S&P1000,Y
ticker,LAD,LAD,^GSPC,,Consumer Discretionary,Automotive Retail,US,Mid/Small,S&P1000,Y
ticker,LAMR,LAMR,^GSPC,,Real Estate,Other Specialized REITs,US,Mid/Small,S&P1000,Y
ticker,LDOS,LDOS,^GSPC,,Industrials,Diversified Support Services,US,Mid/Small,S&P1000,Y
ticker,LEA,LEA,^GSPC,,Consumer Discretionary,Automotive Parts & Equipment,US,Mid/Small,S&P1000,Y
